$10/1/1950-9/30/2023  ERA5 daily-mean N40.5-41.0 W122.5-122.0,,,,,
columns wind speed [1.2,6.1], wind direction phi [0-6.3],,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
274,12.600000381469727,-6.599999904632568,0.7900000214576721,6.150000095367432,1.100000023841858
275,12.5,-7.199999809265137,0.8799999952316284,2.869999885559082,1.0
276,15.5,-5.400000095367432,0.44999998807907104,2.430000066757202,6.900000095367432
277,15.199999809265137,-1.5,0.7799999713897705,3.049999952316284,4.300000190734863
278,15.600000381469727,9.199999809265137,3.319999933242798,3.4200000762939453,8.300000190734863
279,12.100000381469727,3.5,1.2400000095367432,4.539999961853027,5.400000095367432
280,16.5,6.300000190734863,1.3899999856948853,0.07000000029802322,1.100000023841858
281,19.700000762939453,7.800000190734863,0.75,3.0999999046325684,3.200000047683716
282,15.899999618530273,6.5,2.0299999713897705,5.75,2.200000047683716
283,18.100000381469727,3.4000000953674316,1.9500000476837158,6.239999771118164,0.0
284,22.0,9.899999618530273,0.9900000095367432,0.12999999523162842,0.8999999761581421
285,20.600000381469727,6.900000095367432,0.25,1.9199999570846558,0.6000000238418579
286,19.700000762939453,5.400000095367432,0.4099999964237213,0.6800000071525574,0.10000000149011612
287,19.5,3.299999952316284,0.7300000190734863,2.869999885559082,3.299999952316284
288,16.700000762939453,6.199999809265137,0.3100000023841858,4.300000190734863,5.099999904632568
289,15.300000190734863,6.099999904632568,1.4500000476837158,2.9800000190734863,9.699999809265137
290,12.0,10.899999618530273,3.559999942779541,3.130000114440918,9.699999809265137
291,13.199999809265137,8.0,1.340000033378601,3.049999952316284,6.800000190734863
292,14.600000381469727,7.699999809265137,0.5,0.03999999910593033,3.9000000953674316
293,15.399999618530273,7.400000095367432,0.3799999952316284,2.4100000858306885,3.0
294,15.100000381469727,7.599999904632568,0.30000001192092896,1.059999942779541,8.699999809265137
295,13.800000190734863,6.599999904632568,0.28999999165534973,1.3799999952316284,4.800000190734863
296,14.300000190734863,9.399999618530273,0.7699999809265137,0.23999999463558197,8.800000190734863
297,12.399999618530273,10.899999618530273,0.36000001430511475,2.619999885559082,9.0
298,12.199999809265137,10.199999809265137,4.769999980926514,2.9700000286102295,8.800000190734863
299,9.600000381469727,8.600000381469727,4.059999942779541,3.119999885559082,9.699999809265137
300,9.100000381469727,7.900000095367432,6.559999942779541,3.2200000286102295,9.399999618530273
301,9.800000190734863,9.0,6.389999866485596,3.009999990463257,10.0
302,12.199999809265137,10.899999618530273,6.010000228881836,2.930000066757202,9.899999618530273
303,9.899999618530273,8.5,3.799999952316284,3.319999933242798,8.5
304,6.199999809265137,3.5999999046325684,0.07999999821186066,4.909999847412109,6.0
305,8.0,5.300000190734863,0.49000000953674316,3.380000114440918,9.199999809265137
306,12.199999809265137,9.5,1.1699999570846558,6.119999885559082,7.199999809265137
307,17.5,10.600000381469727,3.299999952316284,0.11999999731779099,0.10000000149011612
308,16.200000762939453,9.100000381469727,1.7400000095367432,0.3400000035762787,0.0
309,14.699999809265137,9.399999618530273,0.6899999976158142,0.2800000011920929,5.199999809265137
310,14.0,8.100000381469727,0.6399999856948853,0.019999999552965164,7.800000190734863
311,13.199999809265137,8.199999809265137,0.9900000095367432,6.28000020980835,8.699999809265137
312,15.0,10.100000381469727,2.0399999618530273,0.0,5.099999904632568
313,13.800000190734863,3.200000047683716,4.329999923706055,0.3400000035762787,0.10000000149011612
314,9.300000190734863,-5.5,3.2100000381469727,0.5099999904632568,4.599999904632568
